,country_name,country_name_short,vote_share,seats,party_id,party_name,party_name_english,election_year,family_id,family_name,left_right,liberty_authority,eu_anti_pro
2984,France,FRA,3.51,15.0,285,divers droite,other right,2012,26,Conservative,7.6583,9.0,5.8333
2985,France,FRA,1.65,12.0,1492,Parti radical de gauche,Radical Party of the Left,2012,11,Social democracy,4.0813,4.2381,7.9361
2986,France,FRA,2.2,12.0,1058,Nouveau centre,New Centre,2012,6,Liberal,6.0,3.5,8.7
2987,France,FRA,6.91,10.0,686,Parti communiste française,French Communist Party,2012,14,Communist/Socialist,1.3741,4.5083,2.3595
2988,France,FRA,1.24,6.0,401,Parti radical-socialiste ,Radical Socialist Party,2012,26,Conservative,3.9896,4.2381,7.9361
2989,France,FRA,0.56,2.0,2077,Mouvement independantiste martiniquais,Martinican Independence Movement,2012,16,Special issue,,,
2990,France,FRA,1.77,2.0,509,Union pour la démocratie française | Mouvement démocrate,Union for French Democracy | Democratic Movement,2012,26,Conservative,6.1017,5.4999,8.8995
2991,France,FRA,0.6,2.0,2078,Alliance centriste,Centrist Alliance,2012,6,Liberal,6.0,3.5,8.7
2992,France,FRA,13.6,2.0,270,Front national,National Front,2012,40,Right-wing,9.6854,9.2889,0.2157
2993,France,FRA,0.19,1.0,2079,extrême droite,other far-right,2012,40,Right-wing,8.8,8.5,2.3
2995,France,FRA,28.21,308.0,2643,La République En Marche!,The Republic Onwards!,2017,6,Liberal,6.0,3.5,8.7
2996,France,FRA,15.77,112.0,658,Union pour un mouvement populaire | Les Républicains,Union for a Popular Movement | The Republicans,2017,26,Conservative,7.4997,7.1854,6.9862
2997,France,FRA,4.12,42.0,509,Union pour la démocratie française | Mouvement démocrate,Union for French Democracy | Democratic Movement,2017,26,Conservative,6.1017,5.4999,8.8995
2998,France,FRA,7.44,30.0,1539,Parti socialiste,Socialist Party,2017,11,Social democracy,3.2493,2.9367,7.9448
2999,France,FRA,3.03,18.0,2273,Union des démocrates et indépendants,Union of Democrats and Independents,2017,26,Conservative,7.4,7.0,7.9
3000,France,FRA,11.03,17.0,2644,La France Insoumise,Unbowed France,2017,14,Communist/Socialist,1.3,3.0,3.3
3001,France,FRA,1.6,12.0,177,divers gauche,other left,2017,11,Social democracy,3.3,3.5,8.1
3002,France,FRA,2.72,10.0,686,Parti communiste française,French Communist Party,2017,14,Communist/Socialist,1.3741,4.5083,2.3595
3003,France,FRA,13.2,8.0,270,Front national,National Front,2017,40,Right-wing,9.6854,9.2889,0.2157
3004,France,FRA,2.76,6.0,285,divers droite,other right,2017,26,Conservative,7.6583,9.0,5.8333
3005,France,FRA,,5.0,947,sans étiquette,no party affiliation,2017,12,no family,,,
3006,France,FRA,0.47,3.0,1492,Parti radical de gauche,Radical Party of the Left,2017,11,Social democracy,4.0813,4.2381,7.9361
3007,France,FRA,,3.0,1328,divers,others,2017,12,no family,,,
3008,France,FRA,4.3,1.0,873,Les Verts,Greens,2017,19,Green/Ecologist,3.155,1.4772,6.4585
3009,France,FRA,1.17,1.0,2399,Debout la république | Debout la France,Republic Arise | France Arise,2017,26,Conservative,7.4,7.0,7.9
3010,France,FRA,0.3,1.0,2079,extrême droite,other far-right,2017,40,Right-wing,8.8,8.5,2.3
3011,France,FRA,0.77,,2083,extrême gauche,other far-left,2017,14,Communist/Socialist,1.3,3.0,3.3
1649,Germany,DEU,29.2,131.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1949,11,Social democracy,3.6451,3.9791,7.9318
1650,Germany,DEU,25.2,115.0,808,Christlich Demokratische Union,Christian Democratic Union,1949,3,Christian democracy,6.2503,6.9333,8.5024
1651,Germany,DEU,11.9,52.0,543,Freie Demokratische Partei,Free Democratic Party,1949,6,Liberal,5.9233,3.0695,8.4855
1652,Germany,DEU,5.8,24.0,1180,Christlich Soziale Union,Christian Social Union,1949,3,Christian democracy,7.2871,7.8675,6.667999999999999
1653,Germany,DEU,4.0,17.0,912,Deutsche Partei,German Party,1949,26,Conservative,7.4,7.0,7.9
1654,Germany,DEU,4.2,17.0,1131,Bayernpartei,Bavarian Party,1949,26,Conservative,7.4,7.0,7.9
1655,Germany,DEU,5.7,15.0,649,Kommunistische Partei Deutschlands,Communist Party of Germany,1949,14,Communist/Socialist,0.9570000000000001,2.6754,1.9649
1656,Germany,DEU,2.9,12.0,1420,Wirtschaftliche Aufbauvereinigung,Economic Reconstruction League,1949,40,Right-wing,8.8,8.5,2.3
1657,Germany,DEU,3.1,10.0,137,Deutsche Zentrumspartei,Centre Party,1949,3,Christian democracy,6.2,7.2,8.3
1658,Germany,DEU,1.8,5.0,187,Deutsche Reichspartei,German Reich Party,1949,40,Right-wing,8.8,8.5,2.3
1659,Germany,DEU,4.8,3.0,610,parteilos,no party affiliation,1949,12,no family,,,
1660,Germany,DEU,0.3,1.0,2289,one seat,one seat,1949,12,no family,,,
1662,Germany,DEU,36.4,191.0,808,Christlich Demokratische Union,Christian Democratic Union,1953,3,Christian democracy,6.2503,6.9333,8.5024
1663,Germany,DEU,28.8,151.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1953,11,Social democracy,3.6451,3.9791,7.9318
1664,Germany,DEU,8.8,52.0,1180,Christlich Soziale Union,Christian Social Union,1953,3,Christian democracy,7.2871,7.8675,6.667999999999999
1665,Germany,DEU,9.5,48.0,543,Freie Demokratische Partei,Free Democratic Party,1953,6,Liberal,5.9233,3.0695,8.4855
1666,Germany,DEU,5.9,27.0,1507,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,All-German Bloc / League of Expellees and Deprived of Rights,1953,40,Right-wing,8.8,8.5,2.3
1667,Germany,DEU,3.3,15.0,912,Deutsche Partei,German Party,1953,26,Conservative,7.4,7.0,7.9
1668,Germany,DEU,0.8,3.0,137,Deutsche Zentrumspartei,Centre Party,1953,3,Christian democracy,6.2,7.2,8.3
1669,Germany,DEU,2.2,0.0,649,Kommunistische Partei Deutschlands,Communist Party of Germany,1953,14,Communist/Socialist,0.9570000000000001,2.6754,1.9649
1670,Germany,DEU,1.7,0.0,1131,Bayernpartei,Bavarian Party,1953,26,Conservative,7.4,7.0,7.9
1671,Germany,DEU,1.2,0.0,238,Gesamtdeutsche Volkspartei,All-German People's Party,1953,3,Christian democracy,6.2,7.2,8.3
1672,Germany,DEU,1.1,0.0,187,Deutsche Reichspartei,German Reich Party,1953,40,Right-wing,8.8,8.5,2.3
1673,Germany,DEU,39.7,217.0,808,Christlich Demokratische Union,Christian Democratic Union,1957,3,Christian democracy,6.2503,6.9333,8.5024
1674,Germany,DEU,31.8,169.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1957,11,Social democracy,3.6451,3.9791,7.9318
1675,Germany,DEU,10.5,53.0,1180,Christlich Soziale Union,Christian Social Union,1957,3,Christian democracy,7.2871,7.8675,6.667999999999999
1676,Germany,DEU,7.7,41.0,543,Freie Demokratische Partei,Free Democratic Party,1957,6,Liberal,5.9233,3.0695,8.4855
1677,Germany,DEU,3.4,17.0,912,Deutsche Partei,German Party,1957,26,Conservative,7.4,7.0,7.9
1678,Germany,DEU,4.6,0.0,1507,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,All-German Bloc / League of Expellees and Deprived of Rights,1957,40,Right-wing,8.8,8.5,2.3
1679,Germany,DEU,1.0,0.0,187,Deutsche Reichspartei,German Reich Party,1957,40,Right-wing,8.8,8.5,2.3
1680,Germany,DEU,35.8,192.0,808,Christlich Demokratische Union,Christian Democratic Union,1961,3,Christian democracy,6.2503,6.9333,8.5024
1681,Germany,DEU,36.2,190.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1961,11,Social democracy,3.6451,3.9791,7.9318
1682,Germany,DEU,12.8,67.0,543,Freie Demokratische Partei,Free Democratic Party,1961,6,Liberal,5.9233,3.0695,8.4855
1683,Germany,DEU,9.6,50.0,1180,Christlich Soziale Union,Christian Social Union,1961,3,Christian democracy,7.2871,7.8675,6.667999999999999
1684,Germany,DEU,2.8,0.0,1701,Gesamtdeutsche Partei,All-German Party,1961,26,Conservative,7.4,7.0,7.9
1685,Germany,DEU,1.9,0.0,633,Deutsche Friedensunion,German Peace Union,1961,14,Communist/Socialist,1.3,3.0,3.3
1686,Germany,DEU,39.3,202.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1965,11,Social democracy,3.6451,3.9791,7.9318
1687,Germany,DEU,38.2,196.0,808,Christlich Demokratische Union,Christian Democratic Union,1965,3,Christian democracy,6.2503,6.9333,8.5024
1688,Germany,DEU,9.5,49.0,543,Freie Demokratische Partei,Free Democratic Party,1965,6,Liberal,5.9233,3.0695,8.4855
1689,Germany,DEU,9.6,49.0,1180,Christlich Soziale Union,Christian Social Union,1965,3,Christian democracy,7.2871,7.8675,6.667999999999999
1690,Germany,DEU,1.3,0.0,633,Deutsche Friedensunion,German Peace Union,1965,14,Communist/Socialist,1.3,3.0,3.3
1691,Germany,DEU,2.0,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,1965,40,Right-wing,9.8246,9.4219,0.7989
1692,Germany,DEU,42.7,224.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1969,11,Social democracy,3.6451,3.9791,7.9318
1693,Germany,DEU,36.6,193.0,808,Christlich Demokratische Union,Christian Democratic Union,1969,3,Christian democracy,6.2503,6.9333,8.5024
1694,Germany,DEU,9.5,49.0,1180,Christlich Soziale Union,Christian Social Union,1969,3,Christian democracy,7.2871,7.8675,6.667999999999999
1695,Germany,DEU,5.8,30.0,543,Freie Demokratische Partei,Free Democratic Party,1969,6,Liberal,5.9233,3.0695,8.4855
1696,Germany,DEU,4.3,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,1969,40,Right-wing,9.8246,9.4219,0.7989
1697,Germany,DEU,45.8,230.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1972,11,Social democracy,3.6451,3.9791,7.9318
1698,Germany,DEU,35.2,177.0,808,Christlich Demokratische Union,Christian Democratic Union,1972,3,Christian democracy,6.2503,6.9333,8.5024
1699,Germany,DEU,9.7,48.0,1180,Christlich Soziale Union,Christian Social Union,1972,3,Christian democracy,7.2871,7.8675,6.667999999999999
1700,Germany,DEU,8.4,41.0,543,Freie Demokratische Partei,Free Democratic Party,1972,6,Liberal,5.9233,3.0695,8.4855
1701,Germany,DEU,0.6,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,1972,40,Right-wing,9.8246,9.4219,0.7989
1702,Germany,DEU,42.6,214.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1976,11,Social democracy,3.6451,3.9791,7.9318
1703,Germany,DEU,38.1,190.0,808,Christlich Demokratische Union,Christian Democratic Union,1976,3,Christian democracy,6.2503,6.9333,8.5024
1704,Germany,DEU,10.6,53.0,1180,Christlich Soziale Union,Christian Social Union,1976,3,Christian democracy,7.2871,7.8675,6.667999999999999
1705,Germany,DEU,7.9,39.0,543,Freie Demokratische Partei,Free Democratic Party,1976,6,Liberal,5.9233,3.0695,8.4855
1706,Germany,DEU,0.3,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,1976,40,Right-wing,9.8246,9.4219,0.7989
1707,Germany,DEU,42.9,218.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1980,11,Social democracy,3.6451,3.9791,7.9318
1708,Germany,DEU,34.2,174.0,808,Christlich Demokratische Union,Christian Democratic Union,1980,3,Christian democracy,6.2503,6.9333,8.5024
1709,Germany,DEU,10.6,53.0,543,Freie Demokratische Partei,Free Democratic Party,1980,6,Liberal,5.9233,3.0695,8.4855
1710,Germany,DEU,10.3,52.0,1180,Christlich Soziale Union,Christian Social Union,1980,3,Christian democracy,7.2871,7.8675,6.667999999999999
1711,Germany,DEU,1.5,0.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1980,19,Green/Ecologist,2.9308,1.3251,7.6101
1712,Germany,DEU,38.2,193.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1983,11,Social democracy,3.6451,3.9791,7.9318
1713,Germany,DEU,38.2,191.0,808,Christlich Demokratische Union,Christian Democratic Union,1983,3,Christian democracy,6.2503,6.9333,8.5024
1714,Germany,DEU,10.6,53.0,1180,Christlich Soziale Union,Christian Social Union,1983,3,Christian democracy,7.2871,7.8675,6.667999999999999
1715,Germany,DEU,7.0,34.0,543,Freie Demokratische Partei,Free Democratic Party,1983,6,Liberal,5.9233,3.0695,8.4855
1716,Germany,DEU,5.6,27.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1983,19,Green/Ecologist,2.9308,1.3251,7.6101
1717,Germany,DEU,0.2,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,1983,40,Right-wing,9.8246,9.4219,0.7989
1718,Germany,DEU,37.2,186.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1987,11,Social democracy,3.6451,3.9791,7.9318
1719,Germany,DEU,34.5,174.0,808,Christlich Demokratische Union,Christian Democratic Union,1987,3,Christian democracy,6.2503,6.9333,8.5024
1720,Germany,DEU,9.8,49.0,1180,Christlich Soziale Union,Christian Social Union,1987,3,Christian democracy,7.2871,7.8675,6.667999999999999
1721,Germany,DEU,9.1,46.0,543,Freie Demokratische Partei,Free Democratic Party,1987,6,Liberal,5.9233,3.0695,8.4855
1722,Germany,DEU,8.3,42.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1987,19,Green/Ecologist,2.9308,1.3251,7.6101
1723,Germany,DEU,0.6,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,1987,40,Right-wing,9.8246,9.4219,0.7989
1724,Germany,DEU,36.7,268.0,808,Christlich Demokratische Union,Christian Democratic Union,1990,3,Christian democracy,6.2503,6.9333,8.5024
1725,Germany,DEU,33.5,239.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1990,11,Social democracy,3.6451,3.9791,7.9318
1726,Germany,DEU,11.1,79.0,543,Freie Demokratische Partei,Free Democratic Party,1990,6,Liberal,5.9233,3.0695,8.4855
1727,Germany,DEU,7.1,51.0,1180,Christlich Soziale Union,Christian Social Union,1990,3,Christian democracy,7.2871,7.8675,6.667999999999999
1728,Germany,DEU,2.4,17.0,791,Die Linke / PDS,The Left / PDS,1990,14,Communist/Socialist,1.2152,3.205,4.3508
1729,Germany,DEU,1.2,8.0,255,Bündnis 90 / Grüne – BürgerInnenbewegung,Alliance 90 / Greens -- Citizens' Movement,1990,19,Green/Ecologist,2.5,1.8,6.5
1730,Germany,DEU,3.8,0.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1990,19,Green/Ecologist,2.9308,1.3251,7.6101
1731,Germany,DEU,2.1,0.0,524,Die Republikaner,The Republicans,1990,40,Right-wing,9.2752,9.3871,0.941
1732,Germany,DEU,36.4,252.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1994,11,Social democracy,3.6451,3.9791,7.9318
1733,Germany,DEU,34.2,244.0,808,Christlich Demokratische Union,Christian Democratic Union,1994,3,Christian democracy,6.2503,6.9333,8.5024
1734,Germany,DEU,7.3,50.0,1180,Christlich Soziale Union,Christian Social Union,1994,3,Christian democracy,7.2871,7.8675,6.667999999999999
1735,Germany,DEU,7.3,49.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1994,19,Green/Ecologist,2.9308,1.3251,7.6101
1736,Germany,DEU,6.9,47.0,543,Freie Demokratische Partei,Free Democratic Party,1994,6,Liberal,5.9233,3.0695,8.4855
1737,Germany,DEU,4.4,30.0,791,Die Linke / PDS,The Left / PDS,1994,14,Communist/Socialist,1.2152,3.205,4.3508
1738,Germany,DEU,1.9,0.0,524,Die Republikaner,The Republicans,1994,40,Right-wing,9.2752,9.3871,0.941
1739,Germany,DEU,40.9,298.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1998,11,Social democracy,3.6451,3.9791,7.9318
1740,Germany,DEU,28.4,198.0,808,Christlich Demokratische Union,Christian Democratic Union,1998,3,Christian democracy,6.2503,6.9333,8.5024
1741,Germany,DEU,6.7,47.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1998,19,Green/Ecologist,2.9308,1.3251,7.6101
1742,Germany,DEU,6.7,47.0,1180,Christlich Soziale Union,Christian Social Union,1998,3,Christian democracy,7.2871,7.8675,6.667999999999999
1743,Germany,DEU,6.2,43.0,543,Freie Demokratische Partei,Free Democratic Party,1998,6,Liberal,5.9233,3.0695,8.4855
1744,Germany,DEU,5.1,36.0,791,Die Linke / PDS,The Left / PDS,1998,14,Communist/Socialist,1.2152,3.205,4.3508
1745,Germany,DEU,1.2,0.0,1506,Deutsche Volksunion,German People's Union,1998,40,Right-wing,9.7256,9.6118,0.9435
1746,Germany,DEU,1.8,0.0,524,Die Republikaner,The Republicans,1998,40,Right-wing,9.2752,9.3871,0.941
1747,Germany,DEU,38.5,251.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,2002,11,Social democracy,3.6451,3.9791,7.9318
1748,Germany,DEU,29.5,190.0,808,Christlich Demokratische Union,Christian Democratic Union,2002,3,Christian democracy,6.2503,6.9333,8.5024
1749,Germany,DEU,9.0,58.0,1180,Christlich Soziale Union,Christian Social Union,2002,3,Christian democracy,7.2871,7.8675,6.667999999999999
1750,Germany,DEU,8.6,55.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,2002,19,Green/Ecologist,2.9308,1.3251,7.6101
1751,Germany,DEU,7.4,47.0,543,Freie Demokratische Partei,Free Democratic Party,2002,6,Liberal,5.9233,3.0695,8.4855
1752,Germany,DEU,4.0,2.0,791,Die Linke / PDS,The Left / PDS,2002,14,Communist/Socialist,1.2152,3.205,4.3508
1753,Germany,DEU,0.6,0.0,524,Die Republikaner,The Republicans,2002,40,Right-wing,9.2752,9.3871,0.941
1754,Germany,DEU,34.2,222.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,2005,11,Social democracy,3.6451,3.9791,7.9318
1755,Germany,DEU,27.8,180.0,808,Christlich Demokratische Union,Christian Democratic Union,2005,3,Christian democracy,6.2503,6.9333,8.5024
1756,Germany,DEU,9.8,61.0,543,Freie Demokratische Partei,Free Democratic Party,2005,6,Liberal,5.9233,3.0695,8.4855
1757,Germany,DEU,8.7,54.0,791,Die Linke / PDS,The Left / PDS,2005,14,Communist/Socialist,1.2152,3.205,4.3508
1758,Germany,DEU,8.1,51.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,2005,19,Green/Ecologist,2.9308,1.3251,7.6101
1759,Germany,DEU,7.4,46.0,1180,Christlich Soziale Union,Christian Social Union,2005,3,Christian democracy,7.2871,7.8675,6.667999999999999
1760,Germany,DEU,1.6,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,2005,40,Right-wing,9.8246,9.4219,0.7989
1761,Germany,DEU,27.3,194.0,808,Christlich Demokratische Union,Christian Democratic Union,2009,3,Christian democracy,6.2503,6.9333,8.5024
1762,Germany,DEU,23.0,146.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,2009,11,Social democracy,3.6451,3.9791,7.9318
1763,Germany,DEU,14.6,93.0,543,Freie Demokratische Partei,Free Democratic Party,2009,6,Liberal,5.9233,3.0695,8.4855
1764,Germany,DEU,11.9,76.0,791,Die Linke / PDS,The Left / PDS,2009,14,Communist/Socialist,1.2152,3.205,4.3508
1765,Germany,DEU,10.7,68.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,2009,19,Green/Ecologist,2.9308,1.3251,7.6101
1766,Germany,DEU,6.5,45.0,1180,Christlich Soziale Union,Christian Social Union,2009,3,Christian democracy,7.2871,7.8675,6.667999999999999
1767,Germany,DEU,2.0,0.0,865,Piratenpartei Deutschland,German Pirate Party,2009,16,Special issue,,,
1768,Germany,DEU,1.5,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,2009,40,Right-wing,9.8246,9.4219,0.7989
1769,Germany,DEU,34.1,255.0,808,Christlich Demokratische Union,Christian Democratic Union,2013,3,Christian democracy,6.2503,6.9333,8.5024
1770,Germany,DEU,25.7,193.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,2013,11,Social democracy,3.6451,3.9791,7.9318
1771,Germany,DEU,8.6,64.0,791,Die Linke / PDS,The Left / PDS,2013,14,Communist/Socialist,1.2152,3.205,4.3508
1772,Germany,DEU,8.4,63.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,2013,19,Green/Ecologist,2.9308,1.3251,7.6101
1773,Germany,DEU,7.4,56.0,1180,Christlich Soziale Union,Christian Social Union,2013,3,Christian democracy,7.2871,7.8675,6.667999999999999
1774,Germany,DEU,4.8,0.0,543,Freie Demokratische Partei,Free Democratic Party,2013,6,Liberal,5.9233,3.0695,8.4855
1775,Germany,DEU,2.2,0.0,865,Piratenpartei Deutschland,German Pirate Party,2013,16,Special issue,,,
1776,Germany,DEU,1.3,0.0,1537,Nationaldemokratische Partei Deutschlands,National Democratic Party,2013,40,Right-wing,9.8246,9.4219,0.7989
1777,Germany,DEU,4.7,0.0,2253,Alternative für Deutschland,Alternative for Germany,2013,40,Right-wing,8.8,8.5,2.3
1778,Germany,DEU,26.8,200.0,808,Christlich Demokratische Union,Christian Democratic Union,2017,3,Christian democracy,6.2503,6.9333,8.5024
1779,Germany,DEU,20.5,153.0,558,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,2017,11,Social democracy,3.6451,3.9791,7.9318
1780,Germany,DEU,12.6,94.0,2253,Alternative für Deutschland,Alternative for Germany,2017,40,Right-wing,8.8,8.5,2.3
1781,Germany,DEU,10.7,80.0,543,Freie Demokratische Partei,Free Democratic Party,2017,6,Liberal,5.9233,3.0695,8.4855
1782,Germany,DEU,9.2,69.0,791,Die Linke / PDS,The Left / PDS,2017,14,Communist/Socialist,1.2152,3.205,4.3508
1783,Germany,DEU,8.9,67.0,772,Bündnis 90 / Die Grünen,Alliance 90 / Greens,2017,19,Green/Ecologist,2.9308,1.3251,7.6101
1784,Germany,DEU,6.2,46.0,1180,Christlich Soziale Union,Christian Social Union,2017,3,Christian democracy,7.2871,7.8675,6.667999999999999
1785,Germany,DEU,1.0,0.0,41,Freie Wähler,Free Voters,2017,26,Conservative,7.4,7.0,7.9
1786,Germany,DEU,1.0,0.0,2649,Die PARTEI,THE PARTY,2017,16,Special issue,,,
3274,Greece,GRC,54.4,220.0,47,Néa Đimokratía,New Democracy,1974,3,Christian democracy,6.7365,6.6712,8.9869
3275,Greece,GRC,20.4,60.0,489,Enosi Dimokratikou Kentrou,Union of the Democratic Centre,1974,6,Liberal,6.0,3.5,8.7
3276,Greece,GRC,13.6,12.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1974,11,Social democracy,4.4968,3.6025,9.2535
3277,Greece,GRC,9.5,8.0,614,Kommounistikó Kómma Elládas,Communist Party of Greece,1974,14,Communist/Socialist,1.253,5.1503,0.2722
3278,Greece,GRC,1.1,0.0,2230,Ethnikή Dhmokratikή Έnwsis,National Democratic Union,1974,40,Right-wing,8.8,8.5,2.3
3279,Greece,GRC,41.8,171.0,47,Néa Đimokratía,New Democracy,1977,3,Christian democracy,6.7365,6.6712,8.9869
3280,Greece,GRC,25.3,93.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1977,11,Social democracy,4.4968,3.6025,9.2535
3281,Greece,GRC,11.9,16.0,489,Enosi Dimokratikou Kentrou,Union of the Democratic Centre,1977,6,Liberal,6.0,3.5,8.7
3282,Greece,GRC,9.4,11.0,614,Kommounistikó Kómma Elládas,Communist Party of Greece,1977,14,Communist/Socialist,1.253,5.1503,0.2722
3283,Greece,GRC,6.8,5.0,1027,Ethniki Parataxis,National Alignment,1977,26,Conservative,7.4,7.0,7.9
3284,Greece,GRC,1.1,2.0,463,Komma Neofileleftheron,Party of New Liberals,1977,6,Liberal,6.0,3.5,8.7
3285,Greece,GRC,,1.0,597,Eniaia Dimokratiki Aristera,United Democratic Left,1977,14,Communist/Socialist,1.3,3.0,3.3
3286,Greece,GRC,2.7,1.0,1311,Kommunistikon Komma Ellados Esoterikou,Communist Party of Greece (Interior),1977,14,Communist/Socialist,1.3,3.0,3.3
3287,Greece,GRC,48.1,172.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1981,11,Social democracy,4.4968,3.6025,9.2535
3288,Greece,GRC,35.9,115.0,47,Néa Đimokratía,New Democracy,1981,3,Christian democracy,6.7365,6.6712,8.9869
3289,Greece,GRC,10.9,13.0,614,Kommounistikó Kómma Elládas,Communist Party of Greece,1981,14,Communist/Socialist,1.253,5.1503,0.2722
3290,Greece,GRC,1.3,0.0,1311,Kommunistikon Komma Ellados Esoterikou,Communist Party of Greece (Interior),1981,14,Communist/Socialist,1.3,3.0,3.3
3291,Greece,GRC,1.7,0.0,2123,Komma Proodeftikon,Progressive Party,1981,26,Conservative,7.4,7.0,7.9
3292,Greece,GRC,45.8,161.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1985,11,Social democracy,4.4968,3.6025,9.2535
3293,Greece,GRC,40.8,126.0,47,Néa Đimokratía,New Democracy,1985,3,Christian democracy,6.7365,6.6712,8.9869
3294,Greece,GRC,9.9,12.0,614,Kommounistikó Kómma Elládas,Communist Party of Greece,1985,14,Communist/Socialist,1.253,5.1503,0.2722
3295,Greece,GRC,1.8,1.0,1311,Kommunistikon Komma Ellados Esoterikou,Communist Party of Greece (Interior),1985,14,Communist/Socialist,1.3,3.0,3.3
3296,Greece,GRC,44.3,145.0,47,Néa Đimokratía,New Democracy,1989,3,Christian democracy,6.7365,6.6712,8.9869
3297,Greece,GRC,39.1,125.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1989,11,Social democracy,4.4968,3.6025,9.2535
3298,Greece,GRC,13.1,28.0,1441,Synaspismós tīs Aristerás,Coalition of the Left,1989,14,Communist/Socialist,2.7683,2.0238,6.8943
3299,Greece,GRC,0.52,1.0,1059,Empistosύnh (Rodόph),Independent Muslim Lists,1989,16,Special issue,,,
3300,Greece,GRC,1.0,1.0,1374,Dimokratiki Ananeosi,Democratic Renewal,1989,26,Conservative,7.4,7.0,10.0
3301,Greece,GRC,46.2,148.0,47,Néa Đimokratía,New Democracy,1989,3,Christian democracy,6.7365,6.6712,8.9869
3302,Greece,GRC,40.7,128.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1989,11,Social democracy,4.4968,3.6025,9.2535
3303,Greece,GRC,11.0,21.0,1441,Synaspismós tīs Aristerás,Coalition of the Left,1989,14,Communist/Socialist,2.7683,2.0238,6.8943
3304,Greece,GRC,0.54,2.0,1059,Empistosύnh (Rodόph),Independent Muslim Lists,1989,16,Special issue,,,
3305,Greece,GRC,0.6,1.0,2163,Oikolόgoi Enallaktikoί,Alternative Ecologists,1989,19,Green/Ecologist,2.5,1.8,3.3333
3306,Greece,GRC,46.9,150.0,47,Néa Đimokratía,New Democracy,1990,3,Christian democracy,6.7365,6.6712,8.9869
3307,Greece,GRC,38.6,123.0,1338,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1990,11,Social democracy,4.4968,3.6025,9.2535
3308,Greece,GRC,10.3,19.0,1441,Synaspismós tīs Aristerás,Coalition of the Left,1990,14,Communist/Socialist,2.7683,2.0238,6.8943
3309,Greece,GRC,,4.0,1358,no party affiliation,no party affiliation,1990,12,no family,,,
3310,Greece,GRC,0.7,2.0,1059,Empistosύnh (Rodόph),Independent Muslim Lists,1990,16,Special issue,,,
