election_year,family_name,vote_share,eu_anti_pro,left_right,liberty_authority
2008,Christian democracy,6.432857142857143,7.967171428571428,6.546671428571428,7.481028571428571
2008,Communist/Socialist,3.4033333333333338,4.020833333333333,1.4010666666666667,2.2409666666666666
2008,Conservative,27.261249999999997,8.4712,6.3052125,6.550637500000001
2008,Green/Ecologist,5.87,7.69225,3.12495,3.0312
2008,Liberal,7.99153846153846,8.888546153846153,5.582284615384615,3.684107692307693
2008,Right-wing,6.528571428571428,2.5377571428571426,8.545442857142858,8.752514285714287
2008,Social democracy,27.209999999999997,8.49839,3.73921,4.32381
2008,Special issue,5.030000000000001,7.466109999999999,4.903700000000001,5.6455
2008,no family,17.95,7.8416999999999994,4.9472,6.7056
2008,to be coded,5.4,2.6754,4.7941,6.0148
2009,Christian democracy,23.216,7.13728,6.9487,7.59272
2009,Communist/Socialist,5.998749999999999,4.529925,1.544375,2.6656
2009,Conservative,18.203333333333333,7.646066666666667,7.871933333333334,7.166666666666667
2009,Green/Ecologist,8.313333333333333,7.082766666666667,2.6435999999999997,1.3048666666666666
2009,Liberal,13.391666666666666,8.524833333333332,5.8561000000000005,4.432016666666667
2009,Right-wing,5.154999999999999,1.9580499999999998,8.29865,9.180475000000001
2009,Social democracy,28.782,8.4374,3.6757600000000004,3.6359000000000004
2009,Special issue,2.0,8.5024,6.2503,6.9333
2010,Agrarian,13.334999999999999,6.1721,5.5358,6.08835
2010,Christian democracy,8.292222222222222,7.561000000000001,6.4719,7.471611111111112
2010,Communist/Socialist,5.768000000000001,2.5549399999999998,1.25288,3.8185200000000004
2010,Conservative,15.311764705882354,6.965241176470589,7.101564705882354,6.806141176470589
2010,Green/Ecologist,4.872857142857143,5.903071428571428,2.8335,1.7478714285714285
2010,Liberal,11.194444444444445,8.490333333333332,6.014122222222222,3.3375222222222227
2010,Right-wing,6.329999999999999,2.5746272727272728,8.580336363636365,8.2572
2010,Social democracy,15.379999999999997,7.783307142857143,3.187635714285714,3.8542785714285714
2010,Special issue,1.555,6.228975,5.4636000000000005,4.8881
2010,no family,5.15,6.3664250000000004,5.8576250000000005,5.3594
2011,Agrarian,11.224,4.99658,5.62254,7.13876
2011,Christian democracy,11.206249999999999,6.613062500000001,6.9119375000000005,7.450875
2011,Communist/Socialist,7.881666666666667,3.3652083333333334,1.6088083333333334,3.0352583333333336
2011,Conservative,16.763529411764704,6.930376470588237,7.173735294117648,6.601788235294118
2011,Green/Ecologist,4.221666666666668,4.8183,3.167616666666667,2.663266666666667
2011,Liberal,12.834,7.957286666666667,5.66028,3.9941333333333326
2011,Right-wing,5.417142857142857,2.9609285714285716,8.636800000000001,8.098414285714286
2011,Social democracy,18.06,7.7476666666666665,3.658261111111111,3.780494444444445
2011,Special issue,6.105999999999998,7.075466666666666,5.452966666666668,5.514913333333333
2011,no family,3.4428571428571426,4.515757142857143,3.997414285714286,4.9011571428571425
2011,to be coded,1.8,2.6754,4.7941,6.0148
2012,Agrarian,3.88,5.2909,3.2687,5.8514
2012,Christian democracy,13.985625000000002,7.739012499999999,6.438324999999999,7.153600000000001
2012,Communist/Socialist,7.8575,2.77185,1.5112500000000002,3.4843875
2012,Conservative,6.55076923076923,7.720615384615386,6.6290000000000004,6.726046153846155
2012,Green/Ecologist,3.5733333333333337,6.385266666666666,2.5667999999999997,1.6404000000000003
2012,Liberal,7.32875,8.73725625,6.119337499999999,3.4463062500000006
2012,Right-wing,5.4994444444444435,2.3799111111111113,8.497444444444444,8.606888888888891
2012,Social democracy,25.819499999999998,8.231060000000001,3.5148800000000002,3.96875
2012,Special issue,4.077500000000001,7.2318,3.6138000000000003,4.779325
2012,no family,1.8575000000000002,6.667375,5.8568,6.4007249999999996
2013,Christian democracy,15.589142857142857,7.970999999999999,6.355471428571429,7.548042857142858
2013,Communist/Socialist,5.234285714285714,4.208614285714285,0.9251714285714285,3.0959857142857143
2013,Conservative,10.87176923076923,7.501330769230771,7.391515384615384,6.578792307692307
2013,Green/Ecologist,10.3,7.407516666666666,3.0506166666666665,1.9727666666666668
2013,Liberal,7.5922,8.62949,5.908499999999999,3.6561700000000004
2013,Right-wing,5.4062222222222225,2.235833333333334,8.384966666666667,8.648566666666667
2013,Social democracy,25.306125,8.165025,3.3425625,3.8336125
2013,Special issue,2.101125,7.3758625,6.7222124999999995,7.1692124999999995
2013,to be coded,1.626,7.9,7.4,7.0
2014,Agrarian,12.82,6.1721,5.5358,6.08835
2014,Christian democracy,6.006666666666667,7.7858833333333335,6.748149999999999,7.701433333333333
2014,Communist/Socialist,3.9924999999999997,2.78575,1.1945000000000001,3.5663
2014,Conservative,17.529999999999998,7.594554545454545,7.209927272727273,6.892063636363637
2014,Green/Ecologist,9.284,5.75758,2.71922,1.70352
2014,Liberal,8.296000000000001,8.85126,6.1387,4.560920000000001
2014,Right-wing,9.43142857142857,3.057071428571429,8.368714285714287,8.588357142857143
2014,Social democracy,15.129375,7.988368749999999,3.3004437499999995,4.00723125
2014,Special issue,6.740000000000001,6.453400000000001,5.805416666666667,6.25895
2014,no family,20.22,6.6143,6.5432,7.5275
2014,to be coded,1.69,5.2877,6.09705,6.5074000000000005
2015,Agrarian,19.49,4.55165,5.712375,7.39385
2015,Christian democracy,9.876428571428573,7.084028571428571,6.477542857142857,7.124271428571428
2015,Communist/Socialist,6.231764705882353,3.4525235294117644,1.535723529411765,2.817370588235294
2015,Conservative,13.462,7.493500000000001,7.279953333333335,6.740653333333333
2015,Green/Ecologist,3.5914285714285716,5.935485714285714,2.6216,1.9469428571428573
2015,Liberal,15.708461538461538,8.4403,5.653207692307692,3.842776923076923
2015,Right-wing,6.757222222222222,1.9203333333333334,8.664422222222221,8.486233333333335
2015,Social democracy,11.919500000000003,8.132504999999998,3.5755399999999993,3.542725
2015,Special issue,0.9925,5.9095249999999995,3.6999375000000003,4.451650000000001
2015,no family,1.105,7.027575000000001,6.4471,7.4769
2016,Agrarian,22.45,5.2909,3.2687,5.8514
2016,Christian democracy,14.435999999999998,7.826300000000001,6.613020000000001,7.05048
2016,Communist/Socialist,9.224285714285713,3.985714285714286,1.4780142857142857,3.6692428571428573
2016,Conservative,12.695714285714287,8.21822142857143,6.935457142857144,6.594142857142858
2016,Green/Ecologist,3.186666666666666,5.8824,3.5748333333333338,3.254966666666667
2016,Liberal,8.69375,8.926187500000001,5.63645,3.5930625
2016,Right-wing,4.952,3.87868,8.408159999999999,8.597310000000002
2016,Social democracy,16.929,8.23159,3.36076,4.014390000000001
2016,Special issue,1.9666666666666666,6.205566666666666,4.058516666666667,5.054483333333334
2016,no family,3.4400000000000004,5.521218181818181,6.865318181818182,7.393227272727273
2017,Christian democracy,14.350000000000001,7.4334,6.321899999999999,7.603533333333334
2017,Communist/Socialist,5.897142857142858,3.0829714285714287,1.2296142857142858,3.9071000000000002
2017,Conservative,10.364117647058823,6.693923529411766,7.35099411764706,6.886811764705882
2017,Green/Ecologist,4.3025,6.073337499999999,2.9467625,2.022775
2017,Liberal,10.716923076923079,8.529876923076925,5.742184615384614,3.543123076923077
2017,Right-wing,9.784444444444443,1.6237666666666666,8.741966666666666,8.302722222222222
2017,Social democracy,16.452499999999997,7.567824999999999,3.5845916666666664,4.114716666666666
2017,Special issue,3.6116666666666664,6.622616666666667,4.680583333333334,5.246416666666667
2017,no family,2.395,7.152324999999999,4.16655,2.6830749999999997
2018,Agrarian,9.29,6.1721,5.5358,6.08835
2018,Christian democracy,8.596666666666666,7.34375,6.963566666666666,7.943866666666666
2018,Communist/Socialist,4.6066666666666665,4.524683333333334,1.1429333333333334,2.4161
2018,Conservative,13.455,7.1596416666666665,7.529783333333332,7.1228750000000005
2018,Green/Ecologist,11.998000000000001,5.6775,2.67578,1.7418599999999997
2018,Liberal,10.388,8.37876,5.94814,3.62804
2018,Right-wing,15.878,3.4238,8.491900000000001,8.16508
2018,Social democracy,10.815000000000001,7.94569375,3.351037499999999,3.49168125
2018,Special issue,2.625,7.6219,5.5027,5.916049999999999
2018,no family,0.52,6.55715,4.521599999999999,4.66375
2018,to be coded,4.17,2.6754,4.7941,6.0148
2019,Agrarian,15.65,3.3106,6.2179,7.60965
2019,Christian democracy,2.705,5.53295,6.7014,7.41075
2019,Communist/Socialist,7.503333333333333,3.921666666666667,1.5947666666666667,3.1135333333333333
2019,Conservative,10.751666666666667,7.991216666666667,7.1199,6.742100000000001
2019,Green/Ecologist,4.833333333333333,6.6569666666666665,2.8821666666666665,1.9557000000000002
2019,Liberal,10.971666666666666,8.649983333333333,6.381249999999999,3.8520333333333334
2019,Social democracy,19.82,7.639999999999999,3.861225,3.8625
2019,Special issue,1.665,8.116675,5.2715250000000005,3.875475
