election_year,party_name_english,country_name,country_name_short,vote_share,seats,party_id,party_name,family_id,family_name,left_right,liberty_authority,eu_anti_pro
1991,Confederated ecologists for the organisation of original struggles,Belgium,BEL,5.1,10.0,161,Écologistes Confédérés pour l'organisation de luttes originales,19,Green/Ecologist,2.641,1.3744,7.5411
1991,Confederation for Independent Poland,Poland,POL,7.5,46.0,548,Konfederacja Polski Niepodległej,40,Right-wing,5.8333,8.5,2.3
1991,Democratic Left Alliance,Poland,POL,12.0,60.0,629,Sojusz Lewicy Demokratycznej,11,Social democracy,2.8299,1.8801,9.0872
1991,Democratic Party,Poland,POL,1.4,1.0,1216,Stronnictwo Demokratyczne,14,Communist/Socialist,1.3,3.0,3.3
1991,Democratic Rally,Cyprus,CYP,35.8,20.0,1575,Dimokratikós Sinayermós,26,Conservative,8.6842,5.0,
1991,Democratic Socialist Renewal Movement,Cyprus,CYP,2.4,0.0,1779,Anorthotiko Dimokratiko Sosialistiko Kinima,14,Communist/Socialist,1.3,3.0,
1991,Democratic Union | Left Alliance,Finland,FIN,10.1,19.0,1292,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,14,Communist/Socialist,2.1843,3.3406,5.165
1991,Democratic and Social Centre -- People's Party,Portugal,PRT,4.52,5.0,251,Centro Democrático e Social – Partido Popular,3,Christian democracy,8.0222,8.9916,4.3909
1991,Democratic | Freedom | Union,Poland,POL,12.31,62.0,1104,Demokratyczna | Wolności | Unia,6,Liberal,5.2295,2.1208,9.7641
1991,Ecology Party -- Greens,Portugal,PRT,,2.0,1535,Partido Ecologista – Os Verdes,19,Green/Ecologist,1.6579,1.3158,3.8596
1991,Finnish Party | True Finns,Finland,FIN,4.8,7.0,200,Suomen Puolue | Perussuomalaiset,2,Agrarian,6.6331,7.999,1.0945
1991,Flemish Block,Belgium,BEL,6.6,12.0,993,Vlaams Blok,40,Right-wing,9.6622,9.5234,2.7560000000000002
1991,Flemish Christian Peoples Party,Belgium,BEL,16.8,39.0,723,Christelijke Volkspartij,3,Christian democracy,5.7667,7.2083,8.9013
1991,Francophone Christian Social Party -- Humanist Democratic Centre,Belgium,BEL,7.7,18.0,1192,Parti Social Chrétien – Centre Democrate Humaniste,3,Christian democracy,5.4974,6.6409,8.7795
1991,Francophone Democratic Front,Belgium,BEL,1.5,3.0,969,Front Démocratique des Francophones | DéFI,6,Liberal,6.1259,5.8,8.7274
1991,German minority,Poland,POL,1.2,7.0,900,Mniejszość niemiecka w Polsce,16,Special issue,,,
1991,Green League,Finland,FIN,6.8,10.0,1062,Vihreä Liitto – Gröna Förbundet,19,Green/Ecologist,3.6465,2.2671,6.9709
1991,Greens,Sweden,SWE,3.4,0.0,1154,Miljöpartiet de Gröna,19,Green/Ecologist,3.3789,2.5198,0.9875
1991,Kingdom of Bulgaria Confederation,Bulgaria,BGR,1.82,0.0,800,Federatsiya Tsarstvo Balgariya ,16,Special issue,,,
1991,Labour Solidarity,Poland,POL,2.1,4.0,18,Solidarność Pracy,11,Social democracy,3.3,3.5,8.1
1991,Left Party (Communists),Sweden,SWE,4.5,16.0,882,Vänsterpartiet (kommunisterna),14,Communist/Socialist,1.5464,2.4562,1.2042
1991,Liberal Democratic Congress,Poland,POL,7.5,37.0,1544,Kongres Liberalno-Demokratyczny,6,Liberal,5.2778,3.5,8.7
1991,Liberal Reformist Party,Belgium,BEL,8.1,20.0,454,Parti Réformateur Libéral,6,Liberal,6.8551,4.4381,9.0856
1991,Moderate Party,Sweden,SWE,21.9,80.0,657,Moderaterna,26,Conservative,7.8907,5.6977,8.5872
1991,Movement for Rights and Freedoms,Bulgaria,BGR,7.55,24.0,1286,Dvizhenie za Prava i Svobodi,6,Liberal,4.5828,6.229,9.0094
1991,Movement for Silesian Autonomy,Poland,POL,0.36,2.0,1208,Ruch Autonomii Śląska,16,Special issue,,,
1991,Movement for Social Democracy EDEK,Cyprus,CYP,10.9,7.0,945,Kinima Sosialdimokraton EDEK,11,Social democracy,3.2895,5.9211,
1991,National Coalition Party,Finland,FIN,19.3,40.0,1118,Kansallinen Kokoomus – Samlingspartiet,26,Conservative,7.2451,5.5872,9.0846
1991,National Front,Belgium,BEL,1.0,1.0,171,Front National,40,Right-wing,9.655,9.1382,1.5539
1991,National Progressive Party | [Finnish] Liberal People's Party,Finland,FIN,0.8,1.0,1219,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,6,Liberal,5.7167,3.5,9.05
1991,National Solidarity Party,Portugal,PRT,1.71,1.0,82,Partido da Solidariedade Nacional,16,Special issue,,,7.5
1991,New Democracy,Sweden,SWE,6.7,25.0,951,Ny Demokrati,40,Right-wing,8.9944,6.0,7.5
1991,Party X,Poland,POL,0.5,3.0,181,Partia X,40,Right-wing,8.8,8.5,2.3
1991,Party of Christian Democrats,Poland,POL,1.1,4.0,696,Partia Chrześcijańskich Demokratów,3,Christian democracy,6.2,7.2,8.3
1991,Party of Liberty and Progress | Flemish Liberals and Democrats,Belgium,BEL,12.0,26.0,1110,Partij voor Vrijheid en Vooruitgang | Vlaamse Liberalen en Democraten,6,Liberal,7.0053,3.7139,8.7549
1991,Peasants Agreement,Poland,POL,5.5,28.0,619,Porozumenie Ludowe,2,Agrarian,3.3333,6.5,5.4
1991,People's Party,Sweden,SWE,9.1,33.0,892,Folkpartiet,6,Liberal,6.2906,2.8515,9.4643
1991,People's Union,Belgium,BEL,5.9,10.0,290,Volksunie,40,Right-wing,6.5321,6.06,6.4243
1991,Polish Economic Program [Large Beer],Poland,POL,3.3,16.0,1691,Polski Program Gospodarczy [Duże Piwo],6,Liberal,6.0,3.5,8.7
1991,Polish People's Party,Poland,POL,8.7,48.0,664,Polskie Stronnictwo Ludowe,2,Agrarian,4.1856,6.5491,5.3573
1991,Polish Western Union,Poland,POL,0.2,4.0,1074,Polski Związek Zachodni,14,Communist/Socialist,1.3,3.0,3.3
1991,Portuguese Communist Party,Portugal,PRT,,15.0,514,Partido Comunista Português,14,Communist/Socialist,2.1754,1.6291,2.0461
1991,Progressive Party of Working People,Cyprus,CYP,30.6,18.0,572,Anorthotikó Kómma Ergazómenou Laoú,14,Communist/Socialist,1.0526,6.1842,
1991,Radical Reformers Fighting for an Upright Society,Belgium,BEL,3.2,3.0,748,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,6,Liberal,6.0,3.5,8.7
1991,Real Politics Union | Congress of the New Right,Poland,POL,2.3,3.0,1549,Unia Polityki Realnej | Kongres Nowej Prawicy,26,Conservative,9.7368,8.1579,2.3684
1991,Revolutionary Socialist Party,Portugal,PRT,1.14,0.0,998,Partido Socialista Revolucionário,14,Communist/Socialist,1.3,3.0,1.3833
1991,Social Democratic Party,Portugal,PRT,51.6,135.0,1273,Partido Social Democrata,6,Liberal,6.2949,7.0224,8.4691
1991,Social Democratic Party of Finland,Finland,FIN,22.1,48.0,395,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,11,Social democracy,3.5595,4.2417,8.621
1991,Social Democrats,Sweden,SWE,37.7,138.0,904,Socialdemokraterna,11,Social democracy,3.4447,4.4407,7.4445
1991,Socialist Party,Portugal,PRT,29.7,72.0,725,Partido Socialista,11,Social democracy,4.0492,3.5411,9.2233
1991,Socialist Party [Francophone],Belgium,BEL,13.5,35.0,1378,Parti Socialiste,11,Social democracy,2.9307,3.1712,8.1465
1991,Solidarnosc,Poland,POL,5.1,27.0,108,Solidarność,11,Social democracy,3.3,3.5,8.1
1991,Swedish People's Party,Finland,FIN,5.5,11.0,585,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,6,Liberal,6.3906,3.8385,8.5284
1991,Unified Democratic Coalition,Portugal,PRT,8.97,,1295,Coligação Democrático Unitária,14,Communist/Socialist,2.2233,2.6433,3.2
1991,Union of Democratic Forces,Bulgaria,BGR,34.36,110.0,423,Suyuz na Demokratichnite Sili,3,Christian democracy,6.1111,7.2,8.3
1991,Union of Democratic Forces -- Centre,Bulgaria,BGR,3.2,0.0,2174,Suyuz na Demokratichnite Sili – Tsentur,11,Social democracy,3.3,3.5,8.1
1991,Union of Democratic Forces -- Liberal,Bulgaria,BGR,2.81,0.0,2175,Suyuz na Demokratichnite Sili – Liberali,6,Liberal,6.0,3.5,8.7
1991,Workers' Party of Belgium,Belgium,BEL,0.49,0.0,256,Partij van de Arbeid – Parti du Travail de Belgique,14,Communist/Socialist,1.3,3.0,3.3
1991,one seat,Poland,POL,,10.0,2287,one seat,12,no family,,,
1992,Centre Union of Lithuania,Lithuania,LTU,2.52,2.0,887,Lietuvos centro sąjunga,6,Liberal,4.8833,4.2,9.0
1992,Christian Democratic Movement,Slovakia,SVK,8.89,18.0,1432,Kresťanskodemokratické hnutie,3,Christian democracy,7.1082,8.8217,6.6998
1992,Christian Democratic Party,Czech Republic,CZE,,10.0,440,Krestanskodemokraticka strana,3,Christian democracy,8.1444,7.2,8.3
1992,Christian Democratic Union -- People's Party,Czech Republic,CZE,6.28,15.0,1245,Křesťanská a demokratická unie – Československá strana lidová,3,Christian democracy,5.8099,7.9119,8.4535
1992,Christian Democrats,Italy,ITA,29.7,206.0,1633,Democrazia Cristiana,3,Christian democracy,5.6611,7.2,8.9667
1992,Christian Social Union,Slovakia,SVK,3.05,0.0,936,Krest’anská sociálna únia Slovenska,3,Christian democracy,6.6667,7.2,8.3
1992,Christian Socialists,Slovenia,SVN,1.14,0.0,2241,Krščanski socialisti,3,Christian democracy,6.2,7.2,8.3
1992,Christian-Democratic National Peasants' Party,Romania,ROU,,41.0,888,Partidul Naţional Ţărănesc Creştin Democrat,3,Christian democracy,5.5341,6.8421,8.8158
1992,Civic Democratic Alliance,Czech Republic,CZE,5.93,14.0,1123,Občanská demokratická aliance,6,Liberal,7.1111,3.5,8.7
1992,Civic Democratic Party,Czech Republic,CZE,29.73,66.0,829,Občanská demokratická strana,26,Conservative,7.3637,4.0087,4.456
1992,Civic Movement | Free Democrats,Czech Republic,CZE,4.59,0.0,574,Obcanské hnuti | Svobodní Demokraté,6,Liberal,4.1667,3.5,8.7
1992,Club of committed Non-Party Members,Czech Republic,CZE,2.69,0.0,2220,Klub angazovaných nestraníku,6,Liberal,6.0,3.5,8.7
1992,Coexistence,Slovakia,SVK,,9.0,2248,Spolužitie – Együttélés,26,Conservative,7.4,7.0,7.9
1992,Communist Party of Bohemia and Moravia,Czech Republic,CZE,14.05,35.0,1173,Komunistická strana Cech a Moravy,14,Communist/Socialist,0.7498,6.4265,2.4656
1992,Communist Refoundation Party,Italy,ITA,5.6,35.0,1321,Partito della Rifondazione Comunista,14,Communist/Socialist,0.8849,1.9878,3.5439
1992,Conservatives,United Kingdom,GBR,41.9,336.0,773,Conservatives,26,Conservative,7.4261,7.1901,2.3243
1992,Czech Social Democratic Party,Czech Republic,CZE,6.53,16.0,789,Česká strana sociálně demokratická,11,Social democracy,3.0463,4.2463,8.5647
1992,"Czechoslovak Businessmen's, Traders' and Farmers' Party",Czech Republic,CZE,3.15,0.0,2219,"Strana československých podnikatelů, živnostníků a rolníků",6,Liberal,6.0,3.5,8.7
1992,Democratic Agrarian Party of Romania,Romania,ROU,2.998,0.0,1299,Partidul Democrat Agrar din România,2,Agrarian,5.5556,6.5,5.4
1992,Democratic Alternative,Malta,MLT,1.69,0.0,360,Alternattiva Demokratika,19,Green/Ecologist,3.7895,4.6316,
1992,Democratic Labour Party of Lithuania,Lithuania,LTU,43.98,73.0,519,Lietuvos demokratinė darbo partija,11,Social democracy,3.3333,3.5,8.1
1992,Democratic Left,Ireland,IRL,2.78,4.0,1580,Democratic Left,14,Communist/Socialist,1.8889,3.0,4.1667
1992,Democratic Party,Slovenia,SVN,5.01,6.0,143,Demokratska stranka,11,Social democracy,3.3,3.5,8.1
1992,Democratic Union of Hungarians in Romania,Romania,ROU,7.5,27.0,948,Uniunea Democrată Maghiară din România,26,Conservative,6.016,3.8813,9.4801
1992,Democratic Unionist Party,United Kingdom,GBR,0.3,3.0,319,Democratic Unionist Party,26,Conservative,7.4,7.0,7.9
1992,Democrats of the Left,Italy,ITA,16.1,107.0,809,Democratici di Sinistra,11,Social democracy,2.6277,2.5869,9.068999999999999
1992,Election Action of Lithuania's Poles,Lithuania,LTU,2.14,4.0,28,Lietuvos lenkų rinkimų akcija,16,Special issue,3.865,7.325,7.4667
1992,Estonian Citizens,Estonia,EST,6.89,8.0,1064,Eesti Kodanik,40,Right-wing,8.8,8.5,2.3
1992,Estonian Coalition Party,Estonia,EST,13.6,17.0,486,Eesti Koonderakond,6,Liberal,7.2222,3.5,8.7
1992,Estonian Entrepreneur Party,Estonia,EST,2.39,1.0,1516,Eesti Ettevõtjate Erakond,6,Liberal,8.3333,3.5,8.7
1992,Estonian Greens -- 1991,Estonia,EST,2.62,1.0,2631,Eesti Rohelised – 1991,19,Green/Ecologist,5.5556,1.8,6.5
1992,Estonian Left Party,Estonia,EST,1.61,0.0,2416,Eesti Vasakpartei,14,Communist/Socialist,1.3,3.0,3.3
1992,Estonian National Independence Party,Estonia,EST,8.79,10.0,552,Eesti Rahvusliku Sõltumatuse Partei,26,Conservative,7.7778,7.0,7.9
1992,Estonian Pensioners' Union,Estonia,EST,3.71,0.0,1792,Eesti Pensionaride Liit,16,Special issue,,,
1992,Federalism,Italy,ITA,0.39,1.0,473,Federalismo – Europa dei Popoli,16,Special issue,,,
1992,Federation of the Greens,Italy,ITA,2.8,16.0,910,Federazione dei Verdi,19,Green/Ecologist,2.3725,1.0675,7.4499
1992,Fianna Fail,Ireland,IRL,39.11,68.0,280,Fianna Fáil,26,Conservative,6.0713,6.9898,7.8389
1992,Fine Gael (Familiy of the Irish),Ireland,IRL,24.47,45.0,1393,Fine Gael,3,Christian democracy,6.4372,5.787000000000001,9.1708
1992,Greater Romania Party,Romania,ROU,3.9,16.0,713,Partidul România Mare,40,Right-wing,6.6618,9.5131,4.9488
1992,Green Party,Slovakia,SVK,2.14,0.0,874,Strana zelených,19,Green/Ecologist,2.5,1.8,6.5
1992,Green Party -- 1992,Slovakia,SVK,1.08,0.0,2235,Strana zelených – 1992,19,Green/Ecologist,2.5,1.8,6.5
1992,Greens of Slovenia,Slovenia,SVN,3.7,5.0,1619,Zeleni Slovenije,19,Green/Ecologist,2.5,1.8,6.5
1992,Homeland Union,Lithuania,LTU,21.17,30.0,1045,Tėvynės Sąjunga,26,Conservative,7.4004,7.1939,9.7006
1992,Hungarian Christian Democratic Movement,Slovakia,SVK,,5.0,2247,Maďarské kresťanskodemokratické hnutie – Magyar kereszténydemokrata mozgalom,3,Christian democracy,6.6667,7.2,8.3
1992,Hungarian Civic Party,Slovakia,SVK,2.29,0.0,2246,Maďarská občianska strana – Magyar polgári párt,6,Liberal,6.0,3.5,8.7
1992,Hungarian Coalition,Slovakia,SVK,7.42,,559,Maďarskej koalície – Magyar koalíció,26,Conservative,6.5005,6.1761,9.3803
1992,Hungarian national community,Slovenia,SVN,,1.0,65,Madžarska narodna skupnost,16,Special issue,,,
1992,Independent Initiative,Czech Republic,CZE,1.37,0.0,2221,Nezávislá iniciativa,28,to be coded,,,
1992,Independent Royalists,Estonia,EST,7.12,8.0,25,Sõltumatud Kuningriiklased,16,Special issue,,,
1992,Italian Democratic Socialist Party,Italy,ITA,2.7,16.0,242,Partito Socialista Democratico Italiano,11,Social democracy,4.6206,2.99,8.8222
1992,Italian Liberal Party,Italy,ITA,2.9,17.0,487,Partito Liberale Italiano,6,Liberal,6.45,3.5,7.5
1992,Italian Social Movement,Italy,ITA,5.4,34.0,831,Movimento Sociale Italiano,40,Right-wing,9.1778,8.5,2.3
1992,Italian Socialist Party,Italy,ITA,13.6,92.0,1475,Partito Socialista Italiano,11,Social democracy,3.7722,3.5,8.75
1992,Italian national community,Slovenia,SVN,,1.0,199,Italijanska narodna skupnost,16,Special issue,,,
1992,Labour,United Kingdom,GBR,34.9,271.0,1556,Labour Party,11,Social democracy,4.3562,4.2779,6.9923
1992,Labour Party,Ireland,IRL,19.31,33.0,318,Labour Party,11,Social democracy,3.6252,3.1071,7.1292
1992,Liberal Democracy of Slovenia,Slovenia,SVN,23.46,22.0,1252,Liberalna demokracija Slovenije,6,Liberal,3.7351,2.5756,9.1901
1992,Liberal Democratic Party of Slovenia,Slovenia,SVN,1.42,0.0,2243,Liberalno demokratska stranka Slovenije,6,Liberal,6.0,3.5,8.7
1992,Liberal Party / Democratic Convention,Romania,ROU,,13.0,2099,Partidul Liberal / Convenția Democrată,6,Liberal,6.0,3.5,8.7
1992,Liberal Social Union,Czech Republic,CZE,6.52,16.0,1218,Liberálně sociální unie,6,Liberal,2.9667,3.5,8.7
1992,Liberals,United Kingdom,GBR,17.8,20.0,659,Liberals,6,Liberal,4.2875,2.6109,9.2231
1992,Lithuanian Christian Democrats,Lithuania,LTU,12.61,18.0,675,Lietuvos Krikščionys Demokratai,3,Christian democracy,6.2385,8.6845,7.5032
1992,Lithuanian Liberty League,Lithuania,LTU,1.19,0.0,1782,Lietuvos laisvės lyga,16,Special issue,,,
1992,Lithuanian Liberty Union,Lithuania,LTU,1.51,0.0,1562,Lietuvos laisvės sąjunga,40,Right-wing,7.8,8.75,2.0
1992,Lithuanian National Union List,Lithuania,LTU,1.99,4.0,432,Lietuvių tautininkų sąjunga,40,Right-wing,8.8,8.5,2.3
1992,Lithuanian Social Democratic Party -- 1989,Lithuania,LTU,6.05,8.0,1408,Lietuvos socialdemokratų partija – 1989,11,Social democracy,4.0,3.5,8.1
1992,Malta Labour Party,Malta,MLT,46.5,31.0,1003,Partit Laburista,11,Social democracy,4.2105,6.3158,
1992,Movement for Democracy -- The Net,Italy,ITA,1.9,12.0,366,Movimento per la Democrazia – La Rete,3,Christian democracy,6.2,7.2,6.6667
1992,Movement for Self-Governing Democracy -- Society for Moravia and Silesia,Czech Republic,CZE,5.87,14.0,19,Hnutí za samosprávnou demokracii – Společnost pro Moravu a Slezsko,16,Special issue,,,
1992,Movement for Social Justice,Czech Republic,CZE,1.08,0.0,2223,Hnutí za sociální spravedlnosti,11,Social democracy,3.3,3.5,8.1
1992,Movement for a Democratic Slovakia,Slovakia,SVK,37.26,74.0,1142,Hnutie za demokratické Slovensko,26,Conservative,4.8914,5.9161,7.2855
1992,"National Coalition Party ""Pro Patria""",Estonia,EST,22.0,29.0,243,"Rahvuslik Koonderakond ""Isamaa""",26,Conservative,7.4,7.0,7.9
1992,National Democratic Party,Slovenia,SVN,2.18,0.0,2573,Narodno demokratska stranka,26,Conservative,7.4,7.0,7.9
1992,National Liberal Party,Romania,ROU,2.63,0.0,1015,Partidul Naţional Liberal,6,Liberal,6.0543,3.5474,9.6079
1992,National Progress Movement,Lithuania,LTU,1.07,0.0,1783,Tautos pazangos judejimas,28,to be coded,,,
1992,Nationalist Party,Malta,MLT,51.77,34.0,984,Partit Nazzjonalista,26,Conservative,5.7143,6.9173,
1992,New Slovenia -- Christian People's Party,Slovenia,SVN,14.51,15.0,1047,Nova Slovenija – Krščanska ljudska stranka,3,Christian democracy,7.9345,8.3998,8.4866
1992,North League,Italy,ITA,8.7,55.0,1436,Lega Nord,40,Right-wing,7.8007,7.9003,3.2088
1992,Party of Independence,Slovenia,SVN,1.36,0.0,2244,Stranka neodvisnih,28,to be coded,,,
1992,Party of the Civic Alliance,Romania,ROU,,14.0,861,Partidul Alianţa Civică,6,Liberal,4.4444,3.5,8.7
1992,Party of the Democratic Left,Slovakia,SVK,14.7,29.0,1415,Strana demokratickej ľavice,14,Communist/Socialist,3.2398,1.9079,7.7961
1992,Party of the Friends of Beer,Czech Republic,CZE,1.3,0.0,2222,Strana prátel piva,16,Special issue,,,
1992,Pensioners for a Secure Living,Czech Republic,CZE,3.77,0.0,77,Důchodci za životní jistoty,11,Social democracy,3.3,3.5,8.1
1992,Plaid Cymru,United Kingdom,GBR,0.5,4.0,311,Plaid Cymru,16,Special issue,3.1183,3.7107,7.8314
1992,Popular Front,Estonia,EST,12.25,15.0,450,Rahvarinne,11,Social democracy,3.3333,3.5,8.1
1992,Progressive Democrats,Ireland,IRL,4.68,10.0,651,Progressive Democrats,6,Liberal,8.0109,3.7011,8.4528
1992,Public against Violence,Slovakia,SVK,4.04,0.0,1061,Verejnosť proti násiliu,6,Liberal,6.0,3.5,8.7
1992,Radicals,Italy,ITA,1.2,7.0,1296,Radicali,11,Social democracy,3.9732,0.3338,8.2722
1992,Rally for the Republic -- Republican Party of Czechoslovakia,Czech Republic,CZE,5.98,14.0,872,Sdruzení pro republiku – Republikánská strana Ceskoslovenska,40,Right-wing,9.7778,8.5,2.3
1992,Republican Party,Romania,ROU,1.63,0.0,2098,Partidul Republican,28,to be coded,4.9704,5.1667,9.0278
1992,Romanian Democratic Convention,Romania,ROU,20.01,,356,Convenţia Democrată Română,3,Christian democracy,6.29,4.43,9.7667
1992,Romanian Ecological Movement,Romania,ROU,2.25,0.0,1639,Miscarea Ecologista din Romania,19,Green/Ecologist,2.5,1.8,6.5
1992,Romanian Ecologist Party,Romania,ROU,,4.0,792,Partidul Ecologist Român,19,Green/Ecologist,2.5,1.8,6.5
1992,Romanian National Unity Party,Romania,ROU,7.7,30.0,648,Partidul Unitatii Naţionale a Romanilor,40,Right-wing,5.5556,8.5,2.3
1992,Romanian Social Democratic Party,Romania,ROU,,10.0,1601,Partidul Social Democrat Român,11,Social democracy,3.3,3.5,8.1
1992,Romanian ethnic minorities parties,Romania,ROU,,13.0,425,Partidele minorităţilor etnice din România,12,no family,,,
1992,Scottish National Party,United Kingdom,GBR,1.9,3.0,1284,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,11,Social democracy,3.5871,3.9623,7.8641
1992,Sinn Fein,Ireland,IRL,1.61,0.0,2217,Sinn Féin,14,Communist/Socialist,2.7935,4.5005,3.3
1992,Slovak National Party,Slovakia,SVK,7.93,15.0,1072,Slovenská národná strana,40,Right-wing,7.0198,8.46,3.838
1992,Slovenian Craftsmen and Entreprenerial Party,Slovenia,SVN,1.6,0.0,2275,Slovenska obrtno podjetniška stranka,6,Liberal,6.0,3.5,8.7
1992,Slovenian Democratic Party,Slovenia,SVN,3.34,4.0,179,Slovenska demokratska stranka,11,Social democracy,6.9996,6.7947,8.804
1992,Slovenian Liberal Party,Slovenia,SVN,1.52,0.0,875,Slovenska obrtniöka stranka,6,Liberal,6.0,3.5,8.7
1992,Slovenian National Party,Slovenia,SVN,10.02,12.0,981,Slovenska nacionalna stranka,28,to be coded,4.7941,6.0148,2.6754
1992,Slovenian People's Party,Slovenia,SVN,8.69,10.0,16,Slovenska ljudska stranka,3,Christian democracy,6.6953,7.6299,6.8549
1992,Social Democratic Party,Romania,ROU,27.7,117.0,1120,Partidul Social Democrat,11,Social democracy,3.2325,6.2794,8.6459
1992,Social Democratic Party of Slovakia,Slovakia,SVK,4.0,0.0,1651,Sociálnodemokratická strana Slovenska,11,Social democracy,4.8111,3.5,8.1
1992,Social Democratic Party | Moderates,Estonia,EST,9.73,12.0,1448,Sotsiaaldemokraatlik Erakond | Mõõdukad,11,Social democracy,4.1915,3.1737,7.7982
1992,Social Democratic and Labour Party,United Kingdom,GBR,0.5,4.0,1023,Social Democratic and Labour Party,11,Social democracy,3.3,3.5,8.6667
1992,Socialist Party of Labour,Romania,ROU,3.04,13.0,562,Partidul Socialist al Muncii,14,Communist/Socialist,5.5556,3.0,3.3
1992,Socialist Party of Slovenia,Slovenia,SVN,2.75,0.0,317,Socialistična stranka Slovenije,14,Communist/Socialist,1.3,3.0,3.3
1992,South Tyrol Peoples Party,Italy,ITA,0.51,3.0,1030,Südtiroler Volkspartei,16,Special issue,5.4,6.9,7.6083
1992,Ulster Popular Unionist Party,United Kingdom,GBR,0.1,1.0,1566,Ulster Popular Unionist Party,28,to be coded,,,
1992,Ulster Unionist Party,United Kingdom,GBR,0.8,9.0,1210,Ulster Unionist Party,26,Conservative,8.3,7.0,7.9
1992,Union of Farmers,Estonia,EST,2.91,0.0,1553,Põllumeeste Kogu,2,Agrarian,2.2222,6.5,5.4
1992,United List -- Social Democrats,Slovenia,SVN,13.58,14.0,706,Združena lista – Socialni demokrati,11,Social democracy,3.0637,2.9642,8.1513
1992,Valdotanian Union,Italy,ITA,0.11,1.0,974,Union Valdôtaine,16,Special issue,,,
1992,Venetian League,Italy,ITA,0.39,1.0,1080,Liga Veneta,16,Special issue,,,
1992,Young Lithuania,Lithuania,LTU,3.55,1.0,383,Jaunoji Lietuva,40,Right-wing,9.8,8.6,1.0
1992,no party affiliation,Slovenia,SVN,1.0,0.0,1370,no party affiliation,12,no family,,,
1993,Aragonese Regionalist Party,Spain,ESP,0.62,1.0,1221,Partido Aragonés Regionalista,16,Special issue,7.1909,5.9583,8.75
1993,Basque Nationalist Party,Spain,ESP,1.25,5.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,3,Christian democracy,6.2144,6.5139,7.8556
1993,Basque Solidarity,Spain,ESP,0.55,1.0,845,Eusko Alkartasuna,16,Special issue,4.3115,4.555,7.4841
1993,Canary Coalition,Spain,ESP,0.88,4.0,234,Coalición Canaria,16,Special issue,5.9789,5.7694,8.0278
1993,Centre Agreement,Poland,POL,4.42,0.0,369,Porozumienie Centrum,3,Christian democracy,5.5556,7.2,8.3
1993,Christian Democratic Union,Latvia,LVA,5.01,6.0,239,Kristīgi demokrātiskā savienība,3,Christian democracy,6.2,7.2,8.3
1993,Christian National Union,Poland,POL,6.37,0.0,1758,Zjednoczenie Chrześcijańsko-Narodowe,26,Conservative,7.4,7.0,7.9
1993,Coalition of the Left,Greece,GRC,2.9,0.0,1441,Synaspismós tīs Aristerás,14,Communist/Socialist,2.7683,2.0238,6.8943
1993,Communist Party of Greece,Greece,GRC,4.5,9.0,614,Kommounistikó Kómma Elládas,14,Communist/Socialist,1.253,5.1503,0.2722
1993,Communist Party | United Left,Spain,ESP,9.63,18.0,118,Partido Communista | Izquierda Unida,14,Communist/Socialist,2.0183,1.7351,5.2186
1993,Confederation for Independent Poland,Poland,POL,5.8,22.0,548,Konfederacja Polski Niepodległej,40,Right-wing,5.8333,8.5,2.3
1993,Convergence and Union,Spain,ESP,4.98,17.0,894,Convergència i Unió,26,Conservative,6.2564,6.1104,8.7309
1993,Democratic Centre Party,Latvia,LVA,4.76,5.0,384,Demokrātiskā Centra Partija,6,Liberal,6.0,3.5,8.7
1993,Democratic Left Alliance,Poland,POL,20.4,171.0,629,Sojusz Lewicy Demokratycznej,11,Social democracy,2.8299,1.8801,9.0872
1993,Democratic and Social Centre,Spain,ESP,1.77,0.0,637,Centró Democrático y Social,3,Christian democracy,6.2,7.2,9.7167
1993,Democratic | Freedom | Union,Poland,POL,10.6,74.0,1104,Demokratyczna | Wolności | Unia,6,Liberal,5.2295,2.1208,9.7641
1993,Ecology Generation,France,FRA,,0.0,650,Generation écologie,19,Green/Ecologist,3.6389,1.8,7.6167
1993,Equal Rights,Latvia,LVA,5.76,7.0,928,Līdztiesība,11,Social democracy,1.25,5.5837,4.8684
1993,Farmers Union of Latvia,Latvia,LVA,10.65,12.0,1368,Latvijas Zemnieku Savienība,2,Agrarian,4.375,6.04,6.4583
1993,For Fatherland and Freedom,Latvia,LVA,5.35,6.0,203,Tēvzemei un Brīvībai,40,Right-wing,8.8,8.5,2.3
1993,French Communist Party,France,FRA,9.2,24.0,686,Parti communiste française,14,Communist/Socialist,1.3741,4.5083,2.3595
1993,German minority,Poland,POL,0.4,3.0,900,Mniejszość niemiecka w Polsce,16,Special issue,,,
1993,Greens,France,FRA,7.64,0.0,873,Les Verts,19,Green/Ecologist,3.155,1.4772,6.4585
1993,Labour Union,Poland,POL,7.3,41.0,838,Unia Pracy,11,Social democracy,2.0348,1.3726,8.7816
